tournament,round,game_id,team,player,tossups,negs,pts,opponent,packet
ACF Nationals 2016,16,20161603,Maryland A,Ophir Lifshitz,1,0,10,Columbia A,Editors 3
ACF Nationals 2016,16,20161603,Maryland A,Sam Rombro,2,0,20,Columbia A,Editors 3
ACF Nationals 2016,16,20161604,Minnesota A,Jason Asher,1,1,5,Chicago A,Editors 3
ACF Nationals 2016,16,20161604,Minnesota A,Shan Kothari,1,2,0,Chicago A,Editors 3
ACF Nationals 2016,16,20161604,Minnesota A,Sam Bailey,0,1,-5,Chicago A,Editors 3
ACF Nationals 2016,16,20161604,Minnesota A,Sam Levin,0,0,0,Chicago A,Editors 3
ACF Nationals 2016,16,20161605,MIT A,Neil Gurram,4,3,25,Michigan A,Editors 3
ACF Nationals 2016,16,20161605,MIT A,Anderson Wang,0,0,0,Michigan A,Editors 3
ACF Nationals 2016,16,20161605,MIT A,Saumil Bandyopadhyay,0,0,0,Michigan A,Editors 3
ACF Nationals 2016,16,20161605,MIT A,Clare Keenan,1,0,10,Michigan A,Editors 3
ACF Nationals 2016,16,20161606,Yale A,Stephen Eltinge,1,0,10,Stanford A,Editors 3
ACF Nationals 2016,16,20161606,Yale A,Isaac Kirk-Davidoff,3,0,30,Stanford A,Editors 3
ACF Nationals 2016,16,20161606,Yale A,Grace Liu,4,0,40,Stanford A,Editors 3
ACF Nationals 2016,16,20161606,Yale A,Jacob Reed,3,2,20,Stanford A,Editors 3
ACF Nationals 2016,16,20161607,Oklahoma,Caleb Kendrick,7,1,65,Stanford B,Editors 3
ACF Nationals 2016,16,20161607,Oklahoma,Maia Karpovich,2,1,15,Stanford B,Editors 3
ACF Nationals 2016,16,20161607,Oklahoma,Sam Emmerson,0,0,0,Stanford B,Editors 3
ACF Nationals 2016,16,20161608,MIT B,Julian Fuchs,4,0,40,Chicago C,Editors 3
ACF Nationals 2016,16,20161608,MIT B,Bryce Hwang,3,0,30,Chicago C,Editors 3
ACF Nationals 2016,16,20161608,MIT B,Oliver Ren,2,0,20,Chicago C,Editors 3
ACF Nationals 2016,16,20161608,MIT B,Joshua Xiong,0,0,0,Chicago C,Editors 3
ACF Nationals 2016,16,20161609,WUSTL,Richard Yu,2,1,15,Virginia A,Editors 3
ACF Nationals 2016,16,20161609,WUSTL,Charles Hang,3,0,30,Virginia A,Editors 3
ACF Nationals 2016,16,20161609,WUSTL,Seth Ebner,3,0,30,Virginia A,Editors 3
ACF Nationals 2016,16,20161609,WUSTL,Will Mason,1,2,0,Virginia A,Editors 3
ACF Nationals 2016,16,20161610,Dartmouth A,Will Alston,9,1,85,Columbia B,Editors 3
ACF Nationals 2016,16,20161610,Dartmouth A,Charles Jang,0,0,0,Columbia B,Editors 3
ACF Nationals 2016,16,20161611,UCSD A,Jason Cheng,5,1,45,Duke,Editors 3
ACF Nationals 2016,16,20161611,UCSD A,Parikshit Chauhan,1,0,10,Duke,Editors 3
ACF Nationals 2016,16,20161611,UCSD A,Jonathan Luck,0,0,0,Duke,Editors 3
ACF Nationals 2016,16,20161612,Florida A,Taylor Harvey,3,1,25,Pittsburgh,Editors 3
ACF Nationals 2016,16,20161612,Florida A,Alex Shaw,1,2,0,Pittsburgh,Editors 3
ACF Nationals 2016,16,20161612,Florida A,Julio Gonzalez-Zuluaga,2,1,15,Pittsburgh,Editors 3
ACF Nationals 2016,16,20161612,Florida A,Jonathen Settle,0,0,0,Pittsburgh,Editors 3
ACF Nationals 2016,16,20161613,New College of Florida,Naim Chowdhury,2,0,20,Notre Dame A,Editors 3
ACF Nationals 2016,16,20161613,New College of Florida,Ari Plymale,1,0,10,Notre Dame A,Editors 3
ACF Nationals 2016,16,20161613,New College of Florida,Conor Welch,0,0,0,Notre Dame A,Editors 3
ACF Nationals 2016,16,20161613,New College of Florida,Leo Law,0,0,0,Notre Dame A,Editors 3
ACF Nationals 2016,16,20161614,Ottawa,Dennis Beeby,6,1,55,McMaster A,Editors 3
ACF Nationals 2016,16,20161615,William and Mary,Sean Smiley,7,0,70,Berkeley B,Editors 3
ACF Nationals 2016,16,20161615,William and Mary,Chris Miller,0,0,0,Berkeley B,Editors 3
ACF Nationals 2016,16,20161615,William and Mary,Alex Frey,1,0,10,Berkeley B,Editors 3
ACF Nationals 2016,16,20161615,William and Mary,Ben Bechtold,1,0,10,Berkeley B,Editors 3
ACF Nationals 2016,16,20161616,Michigan State,Dillon Edwards,4,0,40,Michigan B,Editors 3
ACF Nationals 2016,16,20161616,Michigan State,Austin Foos,2,2,10,Michigan B,Editors 3
ACF Nationals 2016,16,20161616,Michigan State,Harris Bunker,1,0,10,Michigan B,Editors 3
ACF Nationals 2016,16,20161616,Michigan State,Lucas Weingartz,1,1,5,Michigan B,Editors 3
ACF Nationals 2016,16,20161617,VCU A,Casey Bindas,1,0,10,Penn A,Editors 3
ACF Nationals 2016,16,20161617,VCU A,Nathaniel Boughner,1,0,10,Penn A,Editors 3
ACF Nationals 2016,16,20161617,VCU A,Najwa Watson,1,1,5,Penn A,Editors 3
ACF Nationals 2016,16,20161617,VCU A,Akhil Garg,1,2,0,Penn A,Editors 3
ACF Nationals 2016,16,20161618,Chicago D,Olivia Kiser,2,0,20,Yale B,Editors 3
ACF Nationals 2016,16,20161618,Chicago D,Jacob Manaker,2,1,15,Yale B,Editors 3
ACF Nationals 2016,16,20161618,Chicago D,Brett Barbin,0,1,-5,Yale B,Editors 3
ACF Nationals 2016,16,20161618,Chicago D,Adam Black,1,0,10,Yale B,Editors 3
ACF Nationals 2016,16,20161619,Harvard A,Robert Chu,2,1,15,McGill,Editors 3
ACF Nationals 2016,16,20161619,Harvard A,Will Holub-Moorman,5,1,45,McGill,Editors 3
ACF Nationals 2016,16,20161619,Harvard A,Vimal Konduri,2,0,20,McGill,Editors 3
ACF Nationals 2016,16,20161619,Harvard A,Raynor Kuang,2,2,10,McGill,Editors 3
ACF Nationals 2016,16,20161620,Georgia,Jason Fern,5,1,45,Georgia Tech,Editors 3
ACF Nationals 2016,16,20161620,Georgia,Kailyn LaPorte,0,0,0,Georgia Tech,Editors 3
ACF Nationals 2016,16,20161620,Georgia,Evan Knox,1,1,5,Georgia Tech,Editors 3
ACF Nationals 2016,16,20161620,Georgia,Julia Tallant,0,0,0,Georgia Tech,Editors 3
ACF Nationals 2016,16,20161621,Chicago B,James Lasker,2,1,15,Northwestern,Editors 3
ACF Nationals 2016,16,20161621,Chicago B,Athena Kern,3,1,25,Northwestern,Editors 3
ACF Nationals 2016,16,20161621,Chicago B,Kai Smith,4,0,40,Northwestern,Editors 3
ACF Nationals 2016,16,20161621,Chicago B,Alston Boyd,2,0,20,Northwestern,Editors 3
ACF Nationals 2016,16,20161622,Maryland B,Weijia Cheng,6,2,50,Princeton,Editors 3
ACF Nationals 2016,16,20161622,Maryland B,Justin Hawkins,0,0,0,Princeton,Editors 3
ACF Nationals 2016,16,20161622,Maryland B,Jason Shi,0,0,0,Princeton,Editors 3
ACF Nationals 2016,17,20161701,VCU A,Casey Bindas,0,0,0,Chicago D,Editors 4
ACF Nationals 2016,17,20161701,VCU A,Nathaniel Boughner,0,0,0,Chicago D,Editors 4
ACF Nationals 2016,17,20161701,VCU A,Najwa Watson,0,0,0,Chicago D,Editors 4
ACF Nationals 2016,17,20161701,VCU A,Akhil Garg,4,0,40,Chicago D,Editors 4
ACF Nationals 2016,17,20161702,McMaster A,Jay Misuk,8,0,80,New College of Florida,Editors 4
ACF Nationals 2016,17,20161703,UCSD A,Jason Cheng,6,1,55,Florida A,Editors 4
ACF Nationals 2016,17,20161703,UCSD A,Parikshit Chauhan,2,0,20,Florida A,Editors 4
ACF Nationals 2016,17,20161703,UCSD A,Jonathan Luck,1,0,10,Florida A,Editors 4
ACF Nationals 2016,17,20161704,Pittsburgh,Neil Vinjamuri,4,2,30,Duke,Editors 4
ACF Nationals 2016,17,20161704,Pittsburgh,Walt Young,0,0,0,Duke,Editors 4
ACF Nationals 2016,17,20161704,Pittsburgh,Todd Ernst,2,0,20,Duke,Editors 4
ACF Nationals 2016,17,20161705,Notre Dame A,Andrew Kiss,2,1,15,Ottawa,Editors 4
ACF Nationals 2016,17,20161705,Notre Dame A,Kevin Yokum,1,0,10,Ottawa,Editors 4
ACF Nationals 2016,17,20161705,Notre Dame A,Joe Levano,3,1,25,Ottawa,Editors 4
ACF Nationals 2016,17,20161706,Berkeley A,Ankit Aggarwal,2,0,20,Louisville,Editors 4
ACF Nationals 2016,17,20161706,Berkeley A,Aseem Keyal,5,0,50,Louisville,Editors 4
ACF Nationals 2016,17,20161706,Berkeley A,Bruce Lou,2,0,20,Louisville,Editors 4
ACF Nationals 2016,17,20161706,Berkeley A,Justin Nghiem,3,0,30,Louisville,Editors 4
ACF Nationals 2016,17,20161707,Maryland A,Jordan Brownstein,10,1,95,Minnesota A,Editors 4
ACF Nationals 2016,17,20161707,Maryland A,Naveed Chowdhury,1,0,10,Minnesota A,Editors 4
ACF Nationals 2016,17,20161707,Maryland A,Ophir Lifshitz,0,0,0,Minnesota A,Editors 4
ACF Nationals 2016,17,20161707,Maryland A,Sam Rombro,2,1,15,Minnesota A,Editors 4
ACF Nationals 2016,17,20161708,Illinois A,Andrew Wang,6,2,50,Oxford A,Editors 4
ACF Nationals 2016,17,20161708,Illinois A,Alex Fregeau,3,0,30,Oxford A,Editors 4
ACF Nationals 2016,17,20161708,Illinois A,Steve Vo,1,0,10,Oxford A,Editors 4
ACF Nationals 2016,17,20161709,MIT A,Neil Gurram,5,2,40,Stanford A,Editors 4
ACF Nationals 2016,17,20161709,MIT A,Anderson Wang,0,0,0,Stanford A,Editors 4
ACF Nationals 2016,17,20161709,MIT A,Saumil Bandyopadhyay,1,1,5,Stanford A,Editors 4
ACF Nationals 2016,17,20161709,MIT A,Clare Keenan,0,0,0,Stanford A,Editors 4
ACF Nationals 2016,17,20161710,Chicago A,John Lawrence,4,0,40,Columbia A,Editors 4
ACF Nationals 2016,17,20161710,Chicago A,Max Schindler,1,1,5,Columbia A,Editors 4
ACF Nationals 2016,17,20161710,Chicago A,Chris Ray,1,1,5,Columbia A,Editors 4
ACF Nationals 2016,17,20161710,Chicago A,Jason Zhou,4,0,40,Columbia A,Editors 4
ACF Nationals 2016,17,20161711,Michigan A,Will Nediger,7,0,70,Yale A,Editors 4
ACF Nationals 2016,17,20161711,Michigan A,Auroni Gupta,5,1,45,Yale A,Editors 4
ACF Nationals 2016,17,20161711,Michigan A,Brian McPeak,1,0,10,Yale A,Editors 4
ACF Nationals 2016,17,20161711,Michigan A,Sid Dogra,3,0,30,Yale A,Editors 4
ACF Nationals 2016,17,20161712,Berkeley B,Eric Chen,2,0,20,Michigan State,Editors 4
ACF Nationals 2016,17,20161712,Berkeley B,Michael Coates,1,0,10,Michigan State,Editors 4
ACF Nationals 2016,17,20161712,Berkeley B,Jonchee Kao,0,1,-5,Michigan State,Editors 4
ACF Nationals 2016,17,20161712,Berkeley B,James Wang,2,2,10,Michigan State,Editors 4
ACF Nationals 2016,17,20161713,Michigan B,Kenji Shimizu,6,1,55,William and Mary,Editors 4
ACF Nationals 2016,17,20161714,Yale B,Adam Fine,7,1,65,Penn A,Editors 4
ACF Nationals 2016,17,20161714,Yale B,Laurence Li,2,1,15,Penn A,Editors 4
ACF Nationals 2016,17,20161715,Chicago B,James Lasker,2,1,15,Maryland B,Editors 4
ACF Nationals 2016,17,20161715,Chicago B,Athena Kern,3,0,30,Maryland B,Editors 4
ACF Nationals 2016,17,20161715,Chicago B,Kai Smith,6,0,60,Maryland B,Editors 4
ACF Nationals 2016,17,20161715,Chicago B,Alston Boyd,2,0,20,Maryland B,Editors 4
ACF Nationals 2016,17,20161716,McGill,Derek So,5,0,50,Georgia,Editors 4
ACF Nationals 2016,17,20161716,McGill,Joe Su,2,1,15,Georgia,Editors 4
ACF Nationals 2016,17,20161716,McGill,Sebastian Drake,1,0,10,Georgia,Editors 4
ACF Nationals 2016,17,20161717,Georgia Tech,Adam Silverman,8,0,80,Harvard A,Editors 4
ACF Nationals 2016,17,20161717,Georgia Tech,Thomas Dellaert,2,0,20,Harvard A,Editors 4
ACF Nationals 2016,17,20161717,Georgia Tech,Nick Pinto,0,0,0,Harvard A,Editors 4
ACF Nationals 2016,17,20161717,Georgia Tech,Sean Dai,0,0,0,Harvard A,Editors 4
ACF Nationals 2016,17,20161718,Princeton,Jason Golfinos,6,1,55,Northwestern,Editors 4
ACF Nationals 2016,17,20161719,MIT B,Julian Fuchs,2,1,15,Oklahoma,Editors 4
ACF Nationals 2016,17,20161719,MIT B,Bryce Hwang,2,0,20,Oklahoma,Editors 4
ACF Nationals 2016,17,20161719,MIT B,Oliver Ren,3,1,25,Oklahoma,Editors 4
ACF Nationals 2016,17,20161719,MIT B,Erica Liu,0,0,0,Oklahoma,Editors 4
ACF Nationals 2016,17,20161720,Dartmouth A,Will Alston,5,3,35,WUSTL,Editors 4
ACF Nationals 2016,17,20161720,Dartmouth A,Charles Jang,2,0,20,WUSTL,Editors 4
ACF Nationals 2016,17,20161721,Virginia A,Eric Xu,4,0,40,Columbia B,Editors 4
ACF Nationals 2016,17,20161721,Virginia A,Jack Mehr,1,1,5,Columbia B,Editors 4
ACF Nationals 2016,17,20161721,Virginia A,Vasa Clarke,2,0,20,Columbia B,Editors 4
ACF Nationals 2016,17,20161722,Stanford B,James Bradbury,1,0,10,Chicago C,Editors 4
ACF Nationals 2016,17,20161722,Stanford B,Alex Freed,2,0,20,Chicago C,Editors 4
ACF Nationals 2016,17,20161722,Stanford B,Kyle Sutherlin,1,0,10,Chicago C,Editors 4
ACF Nationals 2016,17,20161722,Stanford B,Nathan Weiser,4,0,40,Chicago C,Editors 4
ACF Nationals 2016,17,20161701,Chicago D,Olivia Kiser,6,1,55,VCU A,Editors 4
ACF Nationals 2016,17,20161701,Chicago D,Jacob Manaker,1,0,10,VCU A,Editors 4
ACF Nationals 2016,17,20161701,Chicago D,Brett Barbin,1,0,10,VCU A,Editors 4
ACF Nationals 2016,17,20161701,Chicago D,Adam Black,1,1,5,VCU A,Editors 4
ACF Nationals 2016,17,20161702,New College of Florida,Naim Chowdhury,2,0,20,McMaster A,Editors 4
ACF Nationals 2016,17,20161702,New College of Florida,Conor Welch,1,0,10,McMaster A,Editors 4
ACF Nationals 2016,17,20161702,New College of Florida,Yonathan Stone,3,1,25,McMaster A,Editors 4
ACF Nationals 2016,17,20161702,New College of Florida,Leo Law,0,0,0,McMaster A,Editors 4
ACF Nationals 2016,17,20161703,Florida A,Taylor Harvey,0,1,-5,UCSD A,Editors 4
ACF Nationals 2016,17,20161703,Florida A,Alex Shaw,2,0,20,UCSD A,Editors 4
ACF Nationals 2016,17,20161703,Florida A,Julio Gonzalez-Zuluaga,3,0,30,UCSD A,Editors 4
ACF Nationals 2016,17,20161703,Florida A,Jonathen Settle,1,0,10,UCSD A,Editors 4
ACF Nationals 2016,17,20161704,Duke,Ryan Humphrey,1,1,5,Pittsburgh,Editors 4
ACF Nationals 2016,17,20161704,Duke,John Stathis,5,0,50,Pittsburgh,Editors 4
ACF Nationals 2016,17,20161704,Duke,Gabe Guedes,5,0,50,Pittsburgh,Editors 4
ACF Nationals 2016,17,20161705,Ottawa,Dennis Beeby,7,1,65,Notre Dame A,Editors 4
ACF Nationals 2016,17,20161706,Louisville,Kurtis Droge,6,1,55,Berkeley A,Editors 4
ACF Nationals 2016,17,20161706,Louisville,Ramapriya Rangaraju,2,0,20,Berkeley A,Editors 4
ACF Nationals 2016,17,20161706,Louisville,Megan Seldon,0,0,0,Berkeley A,Editors 4
ACF Nationals 2016,17,20161707,Minnesota A,Jason Asher,3,0,30,Maryland A,Editors 4
ACF Nationals 2016,17,20161707,Minnesota A,Shan Kothari,2,0,20,Maryland A,Editors 4
ACF Nationals 2016,17,20161707,Minnesota A,Sam Bailey,1,0,10,Maryland A,Editors 4
ACF Nationals 2016,17,20161707,Minnesota A,Sam Levin,0,0,0,Maryland A,Editors 4
ACF Nationals 2016,17,20161708,Oxford A,Joey Goldman,5,1,45,Illinois A,Editors 4
ACF Nationals 2016,17,20161708,Oxford A,Spencer Weinreich,2,0,20,Illinois A,Editors 4
ACF Nationals 2016,17,20161708,Oxford A,George Corfield,2,1,15,Illinois A,Editors 4
ACF Nationals 2016,17,20161708,Oxford A,Daoud Jackson,1,1,5,Illinois A,Editors 4
ACF Nationals 2016,17,20161709,Stanford A,Austin Brownlow,2,1,15,MIT A,Editors 4
ACF Nationals 2016,17,20161709,Stanford A,Nikhil Desai,0,0,0,MIT A,Editors 4
ACF Nationals 2016,17,20161709,Stanford A,Stephen Liu,6,2,50,MIT A,Editors 4
ACF Nationals 2016,17,20161709,Stanford A,Benji Nguyen,4,0,40,MIT A,Editors 4
ACF Nationals 2016,17,20161710,Columbia A,Aidan Mehigan,2,1,15,Chicago A,Editors 4
ACF Nationals 2016,17,20161710,Columbia A,Ben Zhang,3,1,25,Chicago A,Editors 4
ACF Nationals 2016,17,20161710,Columbia A,Rafael Krichevsky,2,1,15,Chicago A,Editors 4
ACF Nationals 2016,17,20161710,Columbia A,Charlie Dees,2,0,20,Chicago A,Editors 4
ACF Nationals 2016,17,20161711,Yale A,Stephen Eltinge,0,0,0,Michigan A,Editors 4
ACF Nationals 2016,17,20161711,Yale A,Isaac Kirk-Davidoff,0,2,-10,Michigan A,Editors 4
ACF Nationals 2016,17,20161711,Yale A,Grace Liu,0,0,0,Michigan A,Editors 4
ACF Nationals 2016,17,20161711,Yale A,Jacob Reed,3,0,30,Michigan A,Editors 4
ACF Nationals 2016,17,20161712,Michigan State,Dillon Edwards,6,1,55,Berkeley B,Editors 4
ACF Nationals 2016,17,20161712,Michigan State,Austin Foos,3,0,30,Berkeley B,Editors 4
ACF Nationals 2016,17,20161712,Michigan State,Harris Bunker,0,0,0,Berkeley B,Editors 4
ACF Nationals 2016,17,20161712,Michigan State,Lucas Weingartz,1,0,10,Berkeley B,Editors 4
ACF Nationals 2016,17,20161713,William and Mary,Sean Smiley,5,1,45,Michigan B,Editors 4
ACF Nationals 2016,17,20161713,William and Mary,Chris Miller,0,0,0,Michigan B,Editors 4
ACF Nationals 2016,17,20161713,William and Mary,Alex Frey,3,0,30,Michigan B,Editors 4
ACF Nationals 2016,17,20161713,William and Mary,Ben Bechtold,3,0,30,Michigan B,Editors 4
ACF Nationals 2016,17,20161714,Penn A,Lam Tran,0,0,0,Yale B,Editors 4
ACF Nationals 2016,17,20161714,Penn A,JinAh Kim,2,0,20,Yale B,Editors 4
ACF Nationals 2016,17,20161714,Penn A,Jaimie Carlson,2,2,10,Yale B,Editors 4
ACF Nationals 2016,17,20161714,Penn A,Max Smiley,0,1,-5,Yale B,Editors 4
ACF Nationals 2016,17,20161715,Maryland B,Weijia Cheng,2,0,20,Chicago B,Editors 4
ACF Nationals 2016,17,20161715,Maryland B,Justin Hawkins,0,0,0,Chicago B,Editors 4
ACF Nationals 2016,17,20161715,Maryland B,Jason Shi,0,1,-5,Chicago B,Editors 4
ACF Nationals 2016,17,20161716,Georgia,Jason Fern,3,1,25,McGill,Editors 4
ACF Nationals 2016,17,20161716,Georgia,Kailyn LaPorte,2,0,20,McGill,Editors 4
ACF Nationals 2016,17,20161716,Georgia,Evan Knox,1,1,5,McGill,Editors 4
ACF Nationals 2016,17,20161716,Georgia,Julia Tallant,1,0,10,McGill,Editors 4
ACF Nationals 2016,17,20161717,Harvard A,Robert Chu,3,2,20,Georgia Tech,Editors 4
ACF Nationals 2016,17,20161717,Harvard A,Will Holub-Moorman,3,0,30,Georgia Tech,Editors 4
ACF Nationals 2016,17,20161717,Harvard A,Vimal Konduri,1,0,10,Georgia Tech,Editors 4
ACF Nationals 2016,17,20161717,Harvard A,Raynor Kuang,0,1,-5,Georgia Tech,Editors 4
ACF Nationals 2016,17,20161718,Northwestern,Dylan Minarik,6,1,55,Princeton,Editors 4
ACF Nationals 2016,17,20161718,Northwestern,Greg Peterson,4,0,40,Princeton,Editors 4
ACF Nationals 2016,17,20161718,Northwestern,Max Rong,1,0,10,Princeton,Editors 4
ACF Nationals 2016,17,20161718,Northwestern,Michael McCauley,1,0,10,Princeton,Editors 4
ACF Nationals 2016,17,20161719,Oklahoma,Caleb Kendrick,7,1,65,MIT B,Editors 4
ACF Nationals 2016,17,20161719,Oklahoma,Maia Karpovich,1,2,0,MIT B,Editors 4
ACF Nationals 2016,17,20161719,Oklahoma,Sam Emmerson,0,0,0,MIT B,Editors 4
ACF Nationals 2016,17,20161720,WUSTL,Richard Yu,5,1,45,Dartmouth A,Editors 4
ACF Nationals 2016,17,20161720,WUSTL,Charles Hang,2,1,15,Dartmouth A,Editors 4
ACF Nationals 2016,17,20161720,WUSTL,Seth Ebner,1,0,10,Dartmouth A,Editors 4
ACF Nationals 2016,17,20161720,WUSTL,Will Mason,3,1,25,Dartmouth A,Editors 4
ACF Nationals 2016,17,20161721,Columbia B,Wilton Rao,5,1,45,Virginia A,Editors 4
ACF Nationals 2016,17,20161721,Columbia B,Kailee Pedersen,1,0,10,Virginia A,Editors 4
ACF Nationals 2016,17,20161721,Columbia B,Saul Hankin,2,1,15,Virginia A,Editors 4
ACF Nationals 2016,17,20161721,Columbia B,Harrison Hsu,1,0,10,Virginia A,Editors 4
ACF Nationals 2016,17,20161722,Chicago C,Marianna Zhang,2,0,20,Stanford B,Editors 4
ACF Nationals 2016,17,20161722,Chicago C,Tamara Vardomskaya,2,0,20,Stanford B,Editors 4
ACF Nationals 2016,17,20161722,Chicago C,Sam Winikow,5,0,50,Stanford B,Editors 4
ACF Nationals 2016,17,20161722,Chicago C,Samir Khan,1,0,10,Stanford B,Editors 4
ACF Nationals 2016,18,20161801,Georgia Tech,Adam Silverman,4,2,30,McGill,Editors 5
ACF Nationals 2016,18,20161801,Georgia Tech,Thomas Dellaert,1,0,10,McGill,Editors 5
ACF Nationals 2016,18,20161801,Georgia Tech,Nick Pinto,1,0,10,McGill,Editors 5
ACF Nationals 2016,18,20161801,Georgia Tech,Sean Dai,0,0,0,McGill,Editors 5
ACF Nationals 2016,18,20161802,Princeton,Jason Golfinos,9,1,85,Chicago B,Editors 5
ACF Nationals 2016,18,20161803,Northwestern,Dylan Minarik,9,1,85,Maryland B,Editors 5
ACF Nationals 2016,18,20161803,Northwestern,Greg Peterson,2,1,15,Maryland B,Editors 5
ACF Nationals 2016,18,20161803,Northwestern,Max Rong,0,0,0,Maryland B,Editors 5
ACF Nationals 2016,18,20161803,Northwestern,Michael McCauley,0,0,0,Maryland B,Editors 5
ACF Nationals 2016,18,20161804,Michigan State,Dillon Edwards,4,0,40,William and Mary,Editors 5
ACF Nationals 2016,18,20161804,Michigan State,Austin Foos,1,0,10,William and Mary,Editors 5
ACF Nationals 2016,18,20161804,Michigan State,Harris Bunker,3,0,30,William and Mary,Editors 5
ACF Nationals 2016,18,20161804,Michigan State,Lucas Weingartz,0,0,0,William and Mary,Editors 5
ACF Nationals 2016,18,20161805,Michigan B,Kenji Shimizu,7,0,70,Berkeley B,Editors 5
ACF Nationals 2016,18,20161806,Yale B,Adam Fine,6,0,60,VCU A,Editors 5
ACF Nationals 2016,18,20161806,Yale B,Laurence Li,2,0,20,VCU A,Editors 5
ACF Nationals 2016,18,20161807,Penn A,Lam Tran,1,0,10,Chicago D,Editors 5
ACF Nationals 2016,18,20161807,Penn A,JinAh Kim,2,0,20,Chicago D,Editors 5
ACF Nationals 2016,18,20161807,Penn A,Jaimie Carlson,0,0,0,Chicago D,Editors 5
ACF Nationals 2016,18,20161807,Penn A,Max Smiley,2,1,15,Chicago D,Editors 5
ACF Nationals 2016,18,20161808,Pittsburgh,Neil Vinjamuri,3,1,25,UCSD A,Editors 5
ACF Nationals 2016,18,20161808,Pittsburgh,Walt Young,1,0,10,UCSD A,Editors 5
ACF Nationals 2016,18,20161808,Pittsburgh,Todd Ernst,0,0,0,UCSD A,Editors 5
ACF Nationals 2016,18,20161809,Duke,Ryan Humphrey,6,0,60,Florida A,Editors 5
ACF Nationals 2016,18,20161809,Duke,John Stathis,2,1,15,Florida A,Editors 5
ACF Nationals 2016,18,20161809,Duke,Gabe Guedes,3,0,30,Florida A,Editors 5
ACF Nationals 2016,18,20161810,Notre Dame A,Andrew Kiss,1,5,-15,McMaster A,Editors 5
ACF Nationals 2016,18,20161810,Notre Dame A,Kevin Yokum,0,0,0,McMaster A,Editors 5
ACF Nationals 2016,18,20161810,Notre Dame A,Joe Levano,1,1,5,McMaster A,Editors 5
ACF Nationals 2016,18,20161811,New College of Florida,Naim Chowdhury,2,2,10,Ottawa,Editors 5
ACF Nationals 2016,18,20161811,New College of Florida,Ari Plymale,0,0,0,Ottawa,Editors 5
ACF Nationals 2016,18,20161811,New College of Florida,Conor Welch,0,2,-10,Ottawa,Editors 5
ACF Nationals 2016,18,20161811,New College of Florida,Yonathan Stone,2,0,20,Ottawa,Editors 5
ACF Nationals 2016,18,20161812,Chicago A,John Lawrence,4,0,40,Yale A,Editors 5
ACF Nationals 2016,18,20161812,Chicago A,Max Schindler,3,1,25,Yale A,Editors 5
ACF Nationals 2016,18,20161812,Chicago A,Chris Ray,6,0,60,Yale A,Editors 5
ACF Nationals 2016,18,20161812,Chicago A,Jason Zhou,1,0,10,Yale A,Editors 5
ACF Nationals 2016,18,20161813,Michigan A,Will Nediger,6,1,55,Columbia A,Editors 5
ACF Nationals 2016,18,20161813,Michigan A,Auroni Gupta,3,1,25,Columbia A,Editors 5
ACF Nationals 2016,18,20161813,Michigan A,Brian McPeak,2,0,20,Columbia A,Editors 5
ACF Nationals 2016,18,20161813,Michigan A,Sid Dogra,1,0,10,Columbia A,Editors 5
ACF Nationals 2016,18,20161814,Illinois A,Andrew Wang,10,0,100,Berkeley A,Editors 5
ACF Nationals 2016,18,20161814,Illinois A,Alex Fregeau,2,0,20,Berkeley A,Editors 5
ACF Nationals 2016,18,20161814,Illinois A,Steve Vo,0,0,0,Berkeley A,Editors 5
ACF Nationals 2016,18,20161815,Minnesota A,Jason Asher,2,1,15,Stanford A,Editors 5
ACF Nationals 2016,18,20161815,Minnesota A,Shan Kothari,4,0,40,Stanford A,Editors 5
ACF Nationals 2016,18,20161815,Minnesota A,Sam Bailey,1,1,5,Stanford A,Editors 5
ACF Nationals 2016,18,20161815,Minnesota A,Sam Levin,0,0,0,Stanford A,Editors 5
ACF Nationals 2016,18,20161816,Oxford A,Joey Goldman,4,0,40,Louisville,Editors 5
ACF Nationals 2016,18,20161816,Oxford A,Spencer Weinreich,1,0,10,Louisville,Editors 5
ACF Nationals 2016,18,20161816,Oxford A,George Corfield,2,1,15,Louisville,Editors 5
ACF Nationals 2016,18,20161816,Oxford A,Daoud Jackson,0,1,-5,Louisville,Editors 5
ACF Nationals 2016,18,20161817,MIT A,Neil Gurram,7,3,55,Maryland A,Editors 5
ACF Nationals 2016,18,20161817,MIT A,Anderson Wang,1,0,10,Maryland A,Editors 5
ACF Nationals 2016,18,20161817,MIT A,Saumil Bandyopadhyay,0,0,0,Maryland A,Editors 5
ACF Nationals 2016,18,20161817,MIT A,Clare Keenan,0,0,0,Maryland A,Editors 5
ACF Nationals 2016,18,20161818,Chicago C,Marianna Zhang,2,0,20,Oklahoma,Editors 5
ACF Nationals 2016,18,20161818,Chicago C,Tamara Vardomskaya,1,0,10,Oklahoma,Editors 5
ACF Nationals 2016,18,20161818,Chicago C,Sam Winikow,3,0,30,Oklahoma,Editors 5
ACF Nationals 2016,18,20161818,Chicago C,Samir Khan,1,0,10,Oklahoma,Editors 5
ACF Nationals 2016,18,20161819,Virginia A,Eric Xu,6,1,55,Dartmouth A,Editors 5
ACF Nationals 2016,18,20161819,Virginia A,Jack Mehr,1,0,10,Dartmouth A,Editors 5
