tournament,round,game_id,team,player,tossups,negs,pts,opponent,packet
ACF Nationals 2016,18,20161819,Virginia A,Vasa Clarke,2,0,20,Dartmouth A,Editors 5
ACF Nationals 2016,18,20161820,Georgia,Jason Fern,5,1,45,Harvard A,Editors 5
ACF Nationals 2016,18,20161820,Georgia,Kailyn LaPorte,0,0,0,Harvard A,Editors 5
ACF Nationals 2016,18,20161820,Georgia,Evan Knox,1,0,10,Harvard A,Editors 5
ACF Nationals 2016,18,20161820,Georgia,Julia Tallant,0,0,0,Harvard A,Editors 5
ACF Nationals 2016,18,20161821,Columbia B,Wilton Rao,4,2,30,WUSTL,Editors 5
ACF Nationals 2016,18,20161821,Columbia B,Kailee Pedersen,1,1,5,WUSTL,Editors 5
ACF Nationals 2016,18,20161821,Columbia B,Saul Hankin,0,0,0,WUSTL,Editors 5
ACF Nationals 2016,18,20161821,Columbia B,Harrison Hsu,0,4,-20,WUSTL,Editors 5
ACF Nationals 2016,18,20161822,MIT B,Julian Fuchs,3,1,25,Stanford B,Editors 5
ACF Nationals 2016,18,20161822,MIT B,Bryce Hwang,2,0,20,Stanford B,Editors 5
ACF Nationals 2016,18,20161822,MIT B,Oliver Ren,1,0,10,Stanford B,Editors 5
ACF Nationals 2016,18,20161822,MIT B,Joshua Xiong,0,0,0,Stanford B,Editors 5
ACF Nationals 2016,18,20161801,McGill,Derek So,9,1,85,Georgia Tech,Editors 5
ACF Nationals 2016,18,20161801,McGill,Joe Su,3,0,30,Georgia Tech,Editors 5
ACF Nationals 2016,18,20161801,McGill,Sebastian Drake,0,1,-5,Georgia Tech,Editors 5
ACF Nationals 2016,18,20161802,Chicago B,James Lasker,3,0,30,Princeton,Editors 5
ACF Nationals 2016,18,20161802,Chicago B,Athena Kern,1,0,10,Princeton,Editors 5
ACF Nationals 2016,18,20161802,Chicago B,Kai Smith,2,0,20,Princeton,Editors 5
ACF Nationals 2016,18,20161802,Chicago B,Alston Boyd,2,2,10,Princeton,Editors 5
ACF Nationals 2016,18,20161803,Maryland B,Weijia Cheng,4,1,35,Northwestern,Editors 5
ACF Nationals 2016,18,20161803,Maryland B,Justin Hawkins,0,0,0,Northwestern,Editors 5
ACF Nationals 2016,18,20161803,Maryland B,Jason Shi,1,0,10,Northwestern,Editors 5
ACF Nationals 2016,18,20161804,William and Mary,Sean Smiley,4,2,30,Michigan State,Editors 5
ACF Nationals 2016,18,20161804,William and Mary,Chris Miller,0,0,0,Michigan State,Editors 5
ACF Nationals 2016,18,20161804,William and Mary,Alex Frey,1,0,10,Michigan State,Editors 5
ACF Nationals 2016,18,20161804,William and Mary,Ben Bechtold,1,0,10,Michigan State,Editors 5
ACF Nationals 2016,18,20161805,Berkeley B,Eric Chen,4,0,40,Michigan B,Editors 5
ACF Nationals 2016,18,20161805,Berkeley B,Michael Coates,3,0,30,Michigan B,Editors 5
ACF Nationals 2016,18,20161805,Berkeley B,Jonchee Kao,1,0,10,Michigan B,Editors 5
ACF Nationals 2016,18,20161805,Berkeley B,James Wang,2,0,20,Michigan B,Editors 5
ACF Nationals 2016,18,20161806,VCU A,Casey Bindas,2,0,20,Yale B,Editors 5
ACF Nationals 2016,18,20161806,VCU A,Nathaniel Boughner,1,3,-5,Yale B,Editors 5
ACF Nationals 2016,18,20161806,VCU A,Najwa Watson,1,0,10,Yale B,Editors 5
ACF Nationals 2016,18,20161806,VCU A,Akhil Garg,2,0,20,Yale B,Editors 5
ACF Nationals 2016,18,20161807,Chicago D,Olivia Kiser,3,0,30,Penn A,Editors 5
ACF Nationals 2016,18,20161807,Chicago D,Jacob Manaker,0,0,0,Penn A,Editors 5
ACF Nationals 2016,18,20161807,Chicago D,Brett Barbin,0,0,0,Penn A,Editors 5
ACF Nationals 2016,18,20161807,Chicago D,Adam Black,3,0,30,Penn A,Editors 5
ACF Nationals 2016,18,20161808,UCSD A,Jason Cheng,9,1,85,Pittsburgh,Editors 5
ACF Nationals 2016,18,20161808,UCSD A,Parikshit Chauhan,2,0,20,Pittsburgh,Editors 5
ACF Nationals 2016,18,20161808,UCSD A,Jonathan Luck,0,0,0,Pittsburgh,Editors 5
ACF Nationals 2016,18,20161809,Florida A,Taylor Harvey,0,0,0,Duke,Editors 5
ACF Nationals 2016,18,20161809,Florida A,Alex Shaw,1,1,5,Duke,Editors 5
ACF Nationals 2016,18,20161809,Florida A,Julio Gonzalez-Zuluaga,2,0,20,Duke,Editors 5
ACF Nationals 2016,18,20161809,Florida A,Jonathen Settle,0,0,0,Duke,Editors 5
ACF Nationals 2016,18,20161810,McMaster A,Jay Misuk,6,0,60,Notre Dame A,Editors 5
ACF Nationals 2016,18,20161811,Ottawa,Dennis Beeby,9,0,90,New College of Florida,Editors 5
ACF Nationals 2016,18,20161812,Yale A,Stephen Eltinge,2,0,20,Chicago A,Editors 5
ACF Nationals 2016,18,20161812,Yale A,Isaac Kirk-Davidoff,1,0,10,Chicago A,Editors 5
ACF Nationals 2016,18,20161812,Yale A,Grace Liu,2,0,20,Chicago A,Editors 5
ACF Nationals 2016,18,20161812,Yale A,Jacob Reed,1,0,10,Chicago A,Editors 5
ACF Nationals 2016,18,20161813,Columbia A,Aidan Mehigan,0,0,0,Michigan A,Editors 5
ACF Nationals 2016,18,20161813,Columbia A,Ben Zhang,3,0,30,Michigan A,Editors 5
ACF Nationals 2016,18,20161813,Columbia A,Rafael Krichevsky,1,1,5,Michigan A,Editors 5
ACF Nationals 2016,18,20161813,Columbia A,Charlie Dees,4,0,40,Michigan A,Editors 5
ACF Nationals 2016,18,20161814,Berkeley A,Ankit Aggarwal,1,1,5,Illinois A,Editors 5
ACF Nationals 2016,18,20161814,Berkeley A,Aseem Keyal,5,0,50,Illinois A,Editors 5
ACF Nationals 2016,18,20161814,Berkeley A,Bruce Lou,1,1,5,Illinois A,Editors 5
ACF Nationals 2016,18,20161814,Berkeley A,Justin Nghiem,0,1,-5,Illinois A,Editors 5
ACF Nationals 2016,18,20161815,Stanford A,Austin Brownlow,2,0,20,Minnesota A,Editors 5
ACF Nationals 2016,18,20161815,Stanford A,Nikhil Desai,1,0,10,Minnesota A,Editors 5
ACF Nationals 2016,18,20161815,Stanford A,Stephen Liu,6,2,50,Minnesota A,Editors 5
ACF Nationals 2016,18,20161815,Stanford A,Benji Nguyen,3,0,30,Minnesota A,Editors 5
ACF Nationals 2016,18,20161816,Louisville,Kurtis Droge,10,1,95,Oxford A,Editors 5
ACF Nationals 2016,18,20161816,Louisville,Ramapriya Rangaraju,1,0,10,Oxford A,Editors 5
ACF Nationals 2016,18,20161816,Louisville,Megan Seldon,0,0,0,Oxford A,Editors 5
ACF Nationals 2016,18,20161817,Maryland A,Jordan Brownstein,10,0,100,MIT A,Editors 5
ACF Nationals 2016,18,20161817,Maryland A,Naveed Chowdhury,0,0,0,MIT A,Editors 5
ACF Nationals 2016,18,20161817,Maryland A,Ophir Lifshitz,2,0,20,MIT A,Editors 5
ACF Nationals 2016,18,20161817,Maryland A,Sam Rombro,0,0,0,MIT A,Editors 5
ACF Nationals 2016,18,20161818,Oklahoma,Caleb Kendrick,8,0,80,Chicago C,Editors 5
ACF Nationals 2016,18,20161818,Oklahoma,Maia Karpovich,4,0,40,Chicago C,Editors 5
ACF Nationals 2016,18,20161818,Oklahoma,Sam Emmerson,0,0,0,Chicago C,Editors 5
ACF Nationals 2016,18,20161819,Dartmouth A,Will Alston,7,2,60,Virginia A,Editors 5
ACF Nationals 2016,18,20161819,Dartmouth A,Charles Jang,0,1,-5,Virginia A,Editors 5
ACF Nationals 2016,18,20161820,Harvard A,Robert Chu,2,0,20,Georgia,Editors 5
ACF Nationals 2016,18,20161820,Harvard A,Will Holub-Moorman,3,1,25,Georgia,Editors 5
ACF Nationals 2016,18,20161820,Harvard A,Vimal Konduri,4,0,40,Georgia,Editors 5
ACF Nationals 2016,18,20161820,Harvard A,Raynor Kuang,2,1,15,Georgia,Editors 5
ACF Nationals 2016,18,20161821,WUSTL,Richard Yu,6,0,60,Columbia B,Editors 5
ACF Nationals 2016,18,20161821,WUSTL,Charles Hang,3,0,30,Columbia B,Editors 5
ACF Nationals 2016,18,20161821,WUSTL,Seth Ebner,1,0,10,Columbia B,Editors 5
ACF Nationals 2016,18,20161821,WUSTL,Will Mason,1,0,10,Columbia B,Editors 5
ACF Nationals 2016,18,20161822,Stanford B,James Bradbury,2,0,20,MIT B,Editors 5
ACF Nationals 2016,18,20161822,Stanford B,Alex Freed,2,0,20,MIT B,Editors 5
ACF Nationals 2016,18,20161822,Stanford B,Kyle Sutherlin,1,1,5,MIT B,Editors 5
ACF Nationals 2016,18,20161822,Stanford B,Nathan Weiser,5,1,45,MIT B,Editors 5
ACF Nationals 2016,19,20161901,Virginia A,Eric Xu,5,0,50,Oklahoma,Penn + Oklahoma
ACF Nationals 2016,19,20161901,Virginia A,Jack Mehr,0,0,0,Oklahoma,Penn + Oklahoma
ACF Nationals 2016,19,20161901,Virginia A,Vasa Clarke,1,0,10,Oklahoma,Penn + Oklahoma
ACF Nationals 2016,19,20161902,Columbia A,Aidan Mehigan,1,1,5,Louisville,Penn + Oklahoma
ACF Nationals 2016,19,20161902,Columbia A,Ben Zhang,3,1,25,Louisville,Penn + Oklahoma
ACF Nationals 2016,19,20161902,Columbia A,Rafael Krichevsky,4,0,40,Louisville,Penn + Oklahoma
ACF Nationals 2016,19,20161902,Columbia A,Charlie Dees,2,0,20,Louisville,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Michigan A,Will Nediger,1,1,5,Chicago A,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Michigan A,Auroni Gupta,4,1,35,Chicago A,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Michigan A,Brian McPeak,0,0,0,Chicago A,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Michigan A,Sid Dogra,3,0,30,Chicago A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Minnesota A,Jason Asher,2,2,10,Oxford A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Minnesota A,Shan Kothari,3,1,25,Oxford A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Minnesota A,Sam Bailey,2,1,15,Oxford A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Minnesota A,Sam Levin,1,0,10,Oxford A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,MIT A,Neil Gurram,1,4,-10,Berkeley A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,MIT A,Anderson Wang,0,0,0,Berkeley A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,MIT A,Saumil Bandyopadhyay,0,0,0,Berkeley A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,MIT A,Clare Keenan,1,0,10,Berkeley A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Maryland A,Jordan Brownstein,9,2,80,Stanford A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Maryland A,Naveed Chowdhury,0,0,0,Stanford A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Maryland A,Ophir Lifshitz,0,0,0,Stanford A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Maryland A,Sam Rombro,0,0,0,Stanford A,Penn + Oklahoma
ACF Nationals 2016,19,20161907,Illinois A,Andrew Wang,5,3,35,Yale A,Penn + Oklahoma
ACF Nationals 2016,19,20161907,Illinois A,Alex Fregeau,0,1,-5,Yale A,Penn + Oklahoma
ACF Nationals 2016,19,20161907,Illinois A,Steve Vo,0,0,0,Yale A,Penn + Oklahoma
ACF Nationals 2016,19,20161901,Oklahoma,Caleb Kendrick,8,1,75,Virginia A,Penn + Oklahoma
ACF Nationals 2016,19,20161901,Oklahoma,Maia Karpovich,4,0,40,Virginia A,Penn + Oklahoma
ACF Nationals 2016,19,20161901,Oklahoma,Sam Emmerson,1,0,10,Virginia A,Penn + Oklahoma
ACF Nationals 2016,19,20161902,Louisville,Kurtis Droge,8,2,70,Columbia A,Penn + Oklahoma
ACF Nationals 2016,19,20161902,Louisville,Ramapriya Rangaraju,1,0,10,Columbia A,Penn + Oklahoma
ACF Nationals 2016,19,20161902,Louisville,Megan Seldon,0,1,-5,Columbia A,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Chicago A,John Lawrence,3,1,25,Michigan A,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Chicago A,Max Schindler,2,1,15,Michigan A,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Chicago A,Chris Ray,7,1,65,Michigan A,Penn + Oklahoma
ACF Nationals 2016,19,20161903,Chicago A,Jason Zhou,0,1,-5,Michigan A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Oxford A,Joey Goldman,3,1,25,Minnesota A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Oxford A,Spencer Weinreich,1,1,5,Minnesota A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Oxford A,George Corfield,5,0,50,Minnesota A,Penn + Oklahoma
ACF Nationals 2016,19,20161904,Oxford A,Daoud Jackson,1,0,10,Minnesota A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,Berkeley A,Ankit Aggarwal,1,0,10,MIT A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,Berkeley A,Aseem Keyal,9,0,90,MIT A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,Berkeley A,Bruce Lou,3,1,25,MIT A,Penn + Oklahoma
ACF Nationals 2016,19,20161905,Berkeley A,Justin Nghiem,4,0,40,MIT A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Stanford A,Austin Brownlow,6,0,60,Maryland A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Stanford A,Nikhil Desai,2,0,20,Maryland A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Stanford A,Stephen Liu,1,1,5,Maryland A,Penn + Oklahoma
ACF Nationals 2016,19,20161906,Stanford A,Benji Nguyen,2,0,20,Maryland A,Penn + Oklahoma
ACF Nationals 2016,19,20161907,Yale A,Stephen Eltinge,1,1,5,Illinois A,Penn + Oklahoma
ACF Nationals 2016,19,20161907,Yale A,Isaac Kirk-Davidoff,4,0,40,Illinois A,Penn + Oklahoma
ACF Nationals 2016,19,20161907,Yale A,Grace Liu,2,0,20,Illinois A,Penn + Oklahoma
ACF Nationals 2016,19,20161907,Yale A,Jacob Reed,7,0,70,Illinois A,Penn + Oklahoma
ACF Nationals 2016,20,20162001,Berkeley A,Ankit Aggarwal,3,0,30,Yale A,Editors 6
ACF Nationals 2016,20,20162001,Berkeley A,Aseem Keyal,2,0,20,Yale A,Editors 6
ACF Nationals 2016,20,20162001,Berkeley A,Bruce Lou,4,0,40,Yale A,Editors 6
ACF Nationals 2016,20,20162001,Berkeley A,Justin Nghiem,3,0,30,Yale A,Editors 6
ACF Nationals 2016,20,20162002,Columbia A,Aidan Mehigan,5,0,50,Oxford A,Editors 6
ACF Nationals 2016,20,20162002,Columbia A,Ben Zhang,0,1,-5,Oxford A,Editors 6
ACF Nationals 2016,20,20162002,Columbia A,Rafael Krichevsky,3,2,20,Oxford A,Editors 6
ACF Nationals 2016,20,20162002,Columbia A,Charlie Dees,3,0,30,Oxford A,Editors 6
ACF Nationals 2016,20,20162003,Chicago A,John Lawrence,2,1,15,Stanford A,Editors 6
ACF Nationals 2016,20,20162003,Chicago A,Max Schindler,3,1,25,Stanford A,Editors 6
ACF Nationals 2016,20,20162003,Chicago A,Chris Ray,2,4,0,Stanford A,Editors 6
ACF Nationals 2016,20,20162003,Chicago A,Jason Zhou,1,0,10,Stanford A,Editors 6
ACF Nationals 2016,20,20162004,Michigan A,Will Nediger,6,1,55,Maryland A,Editors 6
ACF Nationals 2016,20,20162004,Michigan A,Auroni Gupta,2,0,20,Maryland A,Editors 6
ACF Nationals 2016,20,20162004,Michigan A,Brian McPeak,1,0,10,Maryland A,Editors 6
ACF Nationals 2016,20,20162004,Michigan A,Sid Dogra,2,0,20,Maryland A,Editors 6
ACF Nationals 2016,20,20162005,Louisville,Kurtis Droge,7,2,60,Minnesota A,Editors 6
ACF Nationals 2016,20,20162005,Louisville,Ramapriya Rangaraju,2,1,15,Minnesota A,Editors 6
ACF Nationals 2016,20,20162005,Louisville,Megan Seldon,0,0,0,Minnesota A,Editors 6
ACF Nationals 2016,20,20162006,Illinois A,Andrew Wang,4,1,35,MIT A,Editors 6
ACF Nationals 2016,20,20162006,Illinois A,Alex Fregeau,1,2,0,MIT A,Editors 6
ACF Nationals 2016,20,20162006,Illinois A,Steve Vo,0,0,0,MIT A,Editors 6
ACF Nationals 2016,20,20162001,Yale A,Stephen Eltinge,3,1,25,Berkeley A,Editors 6
ACF Nationals 2016,20,20162001,Yale A,Isaac Kirk-Davidoff,0,0,0,Berkeley A,Editors 6
ACF Nationals 2016,20,20162001,Yale A,Grace Liu,2,1,15,Berkeley A,Editors 6
ACF Nationals 2016,20,20162001,Yale A,Jacob Reed,3,2,20,Berkeley A,Editors 6
ACF Nationals 2016,20,20162002,Oxford A,Joey Goldman,1,1,5,Columbia A,Editors 6
ACF Nationals 2016,20,20162002,Oxford A,Spencer Weinreich,2,0,20,Columbia A,Editors 6
ACF Nationals 2016,20,20162002,Oxford A,George Corfield,3,1,25,Columbia A,Editors 6
ACF Nationals 2016,20,20162002,Oxford A,Daoud Jackson,3,0,30,Columbia A,Editors 6
ACF Nationals 2016,20,20162003,Stanford A,Austin Brownlow,4,0,40,Chicago A,Editors 6
ACF Nationals 2016,20,20162003,Stanford A,Nikhil Desai,2,0,20,Chicago A,Editors 6
ACF Nationals 2016,20,20162003,Stanford A,Stephen Liu,3,1,25,Chicago A,Editors 6
ACF Nationals 2016,20,20162003,Stanford A,Benji Nguyen,3,0,30,Chicago A,Editors 6
ACF Nationals 2016,20,20162004,Maryland A,Jordan Brownstein,7,3,55,Michigan A,Editors 6
ACF Nationals 2016,20,20162004,Maryland A,Naveed Chowdhury,0,1,-5,Michigan A,Editors 6
ACF Nationals 2016,20,20162004,Maryland A,Ophir Lifshitz,1,1,5,Michigan A,Editors 6
ACF Nationals 2016,20,20162004,Maryland A,Sam Rombro,1,0,10,Michigan A,Editors 6
ACF Nationals 2016,20,20162005,Minnesota A,Jason Asher,0,0,0,Louisville,Editors 6
ACF Nationals 2016,20,20162005,Minnesota A,Shan Kothari,4,1,35,Louisville,Editors 6
ACF Nationals 2016,20,20162005,Minnesota A,Sam Bailey,4,0,40,Louisville,Editors 6
ACF Nationals 2016,20,20162005,Minnesota A,Sam Levin,1,0,10,Louisville,Editors 6
ACF Nationals 2016,20,20162006,MIT A,Neil Gurram,10,1,95,Illinois A,Editors 6
ACF Nationals 2016,20,20162006,MIT A,Anderson Wang,2,0,20,Illinois A,Editors 6
ACF Nationals 2016,20,20162006,MIT A,Saumil Bandyopadhyay,2,0,20,Illinois A,Editors 6
ACF Nationals 2016,20,20162006,MIT A,Clare Keenan,1,0,10,Illinois A,Editors 6
ACF Nationals 2016,21,20162101,Chicago A,John Lawrence,1,1,5,Maryland A,Editors 7
ACF Nationals 2016,21,20162101,Chicago A,Max Schindler,2,1,15,Maryland A,Editors 7
ACF Nationals 2016,21,20162101,Chicago A,Chris Ray,2,1,15,Maryland A,Editors 7
ACF Nationals 2016,21,20162101,Chicago A,Jason Zhou,2,0,20,Maryland A,Editors 7
ACF Nationals 2016,21,20162102,Louisville,Kurtis Droge,7,0,70,MIT A,Editors 7
ACF Nationals 2016,21,20162102,Louisville,Ramapriya Rangaraju,2,0,20,MIT A,Editors 7
ACF Nationals 2016,21,20162102,Louisville,Megan Seldon,0,1,-5,MIT A,Editors 7
ACF Nationals 2016,21,20162103,Minnesota A,Jason Asher,3,0,30,Illinois A,Editors 7
ACF Nationals 2016,21,20162103,Minnesota A,Shan Kothari,5,0,50,Illinois A,Editors 7
ACF Nationals 2016,21,20162103,Minnesota A,Sam Bailey,3,0,30,Illinois A,Editors 7
ACF Nationals 2016,21,20162103,Minnesota A,Sam Levin,0,1,-5,Illinois A,Editors 7
ACF Nationals 2016,21,20162104,Michigan A,Will Nediger,4,2,30,Stanford A,Editors 7
ACF Nationals 2016,21,20162104,Michigan A,Auroni Gupta,6,2,50,Stanford A,Editors 7
ACF Nationals 2016,21,20162104,Michigan A,Brian McPeak,1,0,10,Stanford A,Editors 7
ACF Nationals 2016,21,20162104,Michigan A,Sid Dogra,1,0,10,Stanford A,Editors 7
ACF Nationals 2016,21,20162105,Columbia A,Aidan Mehigan,3,0,30,Berkeley A,Editors 7
ACF Nationals 2016,21,20162105,Columbia A,Ben Zhang,2,1,15,Berkeley A,Editors 7
ACF Nationals 2016,21,20162105,Columbia A,Rafael Krichevsky,3,1,25,Berkeley A,Editors 7
ACF Nationals 2016,21,20162105,Columbia A,Charlie Dees,2,1,15,Berkeley A,Editors 7
ACF Nationals 2016,21,20162106,Oxford A,Joey Goldman,2,1,15,Yale A,Editors 7
ACF Nationals 2016,21,20162106,Oxford A,Spencer Weinreich,1,0,10,Yale A,Editors 7
ACF Nationals 2016,21,20162106,Oxford A,George Corfield,3,0,30,Yale A,Editors 7
ACF Nationals 2016,21,20162106,Oxford A,Daoud Jackson,2,0,20,Yale A,Editors 7
ACF Nationals 2016,21,20162101,Maryland A,Jordan Brownstein,9,1,85,Chicago A,Editors 7
ACF Nationals 2016,21,20162101,Maryland A,Naveed Chowdhury,0,0,0,Chicago A,Editors 7
ACF Nationals 2016,21,20162101,Maryland A,Ophir Lifshitz,2,0,20,Chicago A,Editors 7
ACF Nationals 2016,21,20162101,Maryland A,Sam Rombro,2,1,15,Chicago A,Editors 7
ACF Nationals 2016,21,20162102,MIT A,Neil Gurram,5,2,40,Louisville,Editors 7
ACF Nationals 2016,21,20162102,MIT A,Anderson Wang,2,0,20,Louisville,Editors 7
ACF Nationals 2016,21,20162102,MIT A,Saumil Bandyopadhyay,1,0,10,Louisville,Editors 7
ACF Nationals 2016,21,20162102,MIT A,Clare Keenan,2,0,20,Louisville,Editors 7
ACF Nationals 2016,21,20162103,Illinois A,Andrew Wang,4,1,35,Minnesota A,Editors 7
ACF Nationals 2016,21,20162103,Illinois A,Alex Fregeau,3,1,25,Minnesota A,Editors 7
ACF Nationals 2016,21,20162103,Illinois A,Steve Vo,0,1,-5,Minnesota A,Editors 7
ACF Nationals 2016,21,20162104,Stanford A,Austin Brownlow,2,0,20,Michigan A,Editors 7
ACF Nationals 2016,21,20162104,Stanford A,Nikhil Desai,0,0,0,Michigan A,Editors 7
ACF Nationals 2016,21,20162104,Stanford A,Stephen Liu,6,0,60,Michigan A,Editors 7
ACF Nationals 2016,21,20162104,Stanford A,Benji Nguyen,0,0,0,Michigan A,Editors 7
ACF Nationals 2016,21,20162105,Berkeley A,Ankit Aggarwal,1,2,0,Columbia A,Editors 7
ACF Nationals 2016,21,20162105,Berkeley A,Aseem Keyal,4,1,35,Columbia A,Editors 7
ACF Nationals 2016,21,20162105,Berkeley A,Bruce Lou,3,0,30,Columbia A,Editors 7
ACF Nationals 2016,21,20162105,Berkeley A,Justin Nghiem,2,2,10,Columbia A,Editors 7
ACF Nationals 2016,21,20162106,Yale A,Stephen Eltinge,2,0,20,Oxford A,Editors 7
ACF Nationals 2016,21,20162106,Yale A,Isaac Kirk-Davidoff,0,1,-5,Oxford A,Editors 7
ACF Nationals 2016,21,20162106,Yale A,Grace Liu,4,0,40,Oxford A,Editors 7
ACF Nationals 2016,21,20162106,Yale A,Jacob Reed,5,0,50,Oxford A,Editors 7
ACF Nationals 2016,22,20162201,Chicago A,John Lawrence,0,0,0,Michigan A,Editors 8 (Final 1)
ACF Nationals 2016,22,20162201,Chicago A,Max Schindler,3,1,25,Michigan A,Editors 8 (Final 1)
ACF Nationals 2016,22,20162201,Chicago A,Chris Ray,4,3,25,Michigan A,Editors 8 (Final 1)
ACF Nationals 2016,22,20162201,Chicago A,Jason Zhou,0,0,0,Michigan A,Editors 8 (Final 1)
ACF Nationals 2016,22,20162201,Michigan A,Will Nediger,5,0,50,Chicago A,Editors 8 (Final 1)
ACF Nationals 2016,22,20162201,Michigan A,Auroni Gupta,6,0,60,Chicago A,Editors 8 (Final 1)
ACF Nationals 2016,22,20162201,Michigan A,Brian McPeak,1,0,10,Chicago A,Editors 8 (Final 1)
ACF Nationals 2016,22,20162201,Michigan A,Sid Dogra,0,0,0,Chicago A,Editors 8 (Final 1)
ACF Nationals 2015,1,20150101,Harvard A,Will Holub-Moorman,3,0,30,Central Florida,MIT A + Alberta
ACF Nationals 2015,1,20150101,Harvard A,Sriram Pendyala,2,1,15,Central Florida,MIT A + Alberta
ACF Nationals 2015,1,20150101,Harvard A,Mark Arildsen,1,0,10,Central Florida,MIT A + Alberta
ACF Nationals 2015,1,20150101,Harvard A,Vimal Konduri,4,1,35,Central Florida,MIT A + Alberta
ACF Nationals 2015,1,20150102,Minnesota A,Shan Kothari,2,1,15,Chicago A,MIT A + Alberta
ACF Nationals 2015,1,20150102,Minnesota A,Sam Levin,0,0,0,Chicago A,MIT A + Alberta
ACF Nationals 2015,1,20150102,Minnesota A,Jason Asher,3,0,30,Chicago A,MIT A + Alberta
ACF Nationals 2015,1,20150102,Minnesota A,Peter Estall,0,1,-5,Chicago A,MIT A + Alberta
ACF Nationals 2015,1,20150103,Penn B,David Ferguson,1,0,10,Rice,MIT A + Alberta
ACF Nationals 2015,1,20150103,Penn B,Max Smiley,0,0,0,Rice,MIT A + Alberta
ACF Nationals 2015,1,20150103,Penn B,David Xu,2,1,15,Rice,MIT A + Alberta
ACF Nationals 2015,1,20150103,Penn B,JinAh Kim,3,1,25,Rice,MIT A + Alberta
ACF Nationals 2015,1,20150104,Michigan B,Peter Jiang,3,1,25,Ohio State,MIT A + Alberta
ACF Nationals 2015,1,20150104,Michigan B,Robert Cernak,3,0,30,Ohio State,MIT A + Alberta
ACF Nationals 2015,1,20150104,Michigan B,Mark Karabajakian,3,0,30,Ohio State,MIT A + Alberta
ACF Nationals 2015,1,20150105,Liberty,Kaity Shondelmeyer,0,0,0,Chicago B,MIT A + Alberta
ACF Nationals 2015,1,20150105,Liberty,Doug Stephens,0,0,0,Chicago B,MIT A + Alberta
ACF Nationals 2015,1,20150105,Liberty,Jon Bateman,1,1,5,Chicago B,MIT A + Alberta
ACF Nationals 2015,1,20150105,Liberty,Greta Hanks,0,0,0,Chicago B,MIT A + Alberta
ACF Nationals 2015,1,20150106,Columbia A,Rafael Krichevsky,5,0,50,McGill,MIT A + Alberta
ACF Nationals 2015,1,20150106,Columbia A,Ben Zhang,2,1,15,McGill,MIT A + Alberta
ACF Nationals 2015,1,20150106,Columbia A,Aidan Mehigan,1,0,10,McGill,MIT A + Alberta
ACF Nationals 2015,1,20150106,Columbia A,Jon Xu,3,0,30,McGill,MIT A + Alberta
ACF Nationals 2015,1,20150107,McMaster A,Jay Misuk,1,2,0,Rutgers,MIT A + Alberta
ACF Nationals 2015,1,20150107,McMaster A,Paul Johnson,2,0,20,Rutgers,MIT A + Alberta
ACF Nationals 2015,1,20150107,McMaster A,Leslie Newcombe,3,1,25,Rutgers,MIT A + Alberta
