tournament,round,game_id,team,status,opponent,result,pf,pa,tossups,negs,bhrd,bpts,PPB,packet
ACF Nationals 2015,11,20151119,Penn A,NA,VCU A,W,535,30,18,1,18,360,20,Ottawa and Harvard
ACF Nationals 2015,11,20151119,VCU A,UG,Penn A,L,30,535,2,2,2,20,10,Ottawa and Harvard
ACF Nationals 2015,11,20151120,Chicago A,NA,McMaster,W,340,115,12,4,12,240,20,Ottawa and Harvard
ACF Nationals 2015,11,20151120,McMaster,NA,Chicago A,L,115,340,7,1,7,50,7.14,Ottawa and Harvard
ACF Nationals 2015,11,20151121,Columbia A,NA,Ohio State,W,250,40,12,2,12,140,11.67,Ottawa and Harvard
ACF Nationals 2015,11,20151121,Ohio State,D2,Columbia A,L,40,250,2,0,2,20,10,Ottawa and Harvard
ACF Nationals 2015,12,20151201,South Carolina,UG,Waterloo A,L,45,160,2,1,2,30,15,UCSD A
ACF Nationals 2015,12,20151201,Waterloo A,UG,South Carolina,W,160,45,9,4,9,90,10,UCSD A
ACF Nationals 2015,12,20151202,UCLA,UG,William and Mary,L,105,205,5,1,5,60,12,UCSD A
ACF Nationals 2015,12,20151202,William and Mary,NA,UCLA,W,205,105,10,1,10,110,11,UCSD A
ACF Nationals 2015,12,20151203,Notre Dame B,D2,Penn C,W,85,70,5,1,5,40,8,UCSD A
ACF Nationals 2015,12,20151203,Penn C,D2,Notre Dame B,L,70,85,5,4,5,40,8,UCSD A
ACF Nationals 2015,12,20151204,Notre Dame A,UG,Penn B,L,140,170,6,2,6,90,15,UCSD A
ACF Nationals 2015,12,20151204,Penn B,UG,Notre Dame A,W,170,140,9,2,9,90,10,UCSD A
ACF Nationals 2015,12,20151205,Chicago B,UG,Michigan B,W,220,20,10,4,10,140,14,UCSD A
ACF Nationals 2015,12,20151205,Michigan B,UG,Chicago B,L,20,220,1,0,1,10,10,UCSD A
ACF Nationals 2015,12,20151206,Detroit Catholic Central,UG,Ottawa,L,90,200,5,2,5,50,10,UCSD A
ACF Nationals 2015,12,20151206,Ottawa,NA,Detroit Catholic Central,W,200,90,10,2,10,110,11,UCSD A
ACF Nationals 2015,12,20151207,Berkeley A,UG,McGill,W,225,145,10,1,10,130,13,UCSD A
ACF Nationals 2015,12,20151207,McGill,NA,Berkeley A,L,145,225,7,1,7,80,11.43,UCSD A
ACF Nationals 2015,12,20151208,Columbia A,NA,Harvard A,L,140,360,6,2,6,90,15,UCSD A
ACF Nationals 2015,12,20151208,Harvard A,UG,Columbia A,W,360,140,14,0,14,220,15.71,UCSD A
ACF Nationals 2015,12,20151209,MIT B,D2,Northwestern,L,140,250,7,4,7,90,12.86,UCSD A
ACF Nationals 2015,12,20151209,Northwestern,D2,MIT B,W,250,140,10,0,10,150,15,UCSD A
ACF Nationals 2015,12,20151210,Alberta,NA,Minnesota A,L,145,235,6,3,6,100,16.67,UCSD A
ACF Nationals 2015,12,20151210,Minnesota A,NA,Alberta,W,235,145,11,3,11,140,12.73,UCSD A
ACF Nationals 2015,12,20151211,McMaster,NA,RIT,W,200,75,9,0,9,110,12.22,UCSD A
ACF Nationals 2015,12,20151211,RIT,UG,McMaster,L,75,200,5,1,5,30,6,UCSD A
ACF Nationals 2015,12,20151212,Central Florida,UG,Ohio State,W,130,55,7,4,7,80,11.43,UCSD A
ACF Nationals 2015,12,20151212,Ohio State,D2,Central Florida,L,55,130,3,1,3,30,10,UCSD A
ACF Nationals 2015,12,20151213,Carleton U,UG,NYU,L,10,295,1,0,1,0,0,UCSD A
ACF Nationals 2015,12,20151213,NYU,NA,Carleton U,W,295,10,13,3,13,180,13.85,UCSD A
ACF Nationals 2015,12,20151214,Chicago A,NA,Michigan A,W,255,195,10,3,10,170,17,UCSD A
ACF Nationals 2015,12,20151214,Michigan A,NA,Chicago A,L,195,255,9,3,9,120,13.33,UCSD A
ACF Nationals 2015,12,20151215,Berkeley B,NA,WUSTL,L,115,205,6,3,6,70,11.67,UCSD A
ACF Nationals 2015,12,20151215,WUSTL,NA,Berkeley B,W,205,115,9,1,9,120,13.33,UCSD A
ACF Nationals 2015,12,20151216,Rice,UG,Rutgers,W,190,175,7,0,7,120,17.14,UCSD A
ACF Nationals 2015,12,20151216,Rutgers,NA,Rice,L,175,190,7,3,7,120,17.14,UCSD A
ACF Nationals 2015,12,20151217,Stanford B,UG,VCU A,W,180,45,8,4,8,120,15,UCSD A
ACF Nationals 2015,12,20151217,VCU A,UG,Stanford B,L,45,180,4,5,4,30,7.5,UCSD A
ACF Nationals 2015,12,20151218,Illinois A,UG,Yale A,W,230,195,9,0,9,140,15.56,UCSD A
ACF Nationals 2015,12,20151218,Yale A,UG,Illinois A,L,195,230,10,3,10,110,11,UCSD A
ACF Nationals 2015,12,20151219,MIT A,NA,Virginia A,L,140,335,5,2,5,100,20,UCSD A
ACF Nationals 2015,12,20151219,Virginia A,NA,MIT A,W,335,140,12,3,12,230,19.17,UCSD A
ACF Nationals 2015,12,20151220,Oxford A,UG,Washington,W,215,130,9,1,9,130,14.44,UCSD A
ACF Nationals 2015,12,20151220,Washington,NA,Oxford A,L,130,215,7,4,7,80,11.43,UCSD A
ACF Nationals 2015,12,20151221,Chicago C,D2,Penn A,L,20,485,1,0,1,10,10,UCSD A
ACF Nationals 2015,12,20151221,Penn A,NA,Chicago C,W,485,20,18,1,18,310,17.22,UCSD A
ACF Nationals 2015,12,20151222,Maryland A,NA,Stanford A,W,245,200,9,3,9,170,18.89,UCSD A
ACF Nationals 2015,12,20151222,Stanford A,NA,Maryland A,L,200,245,8,2,8,130,16.25,UCSD A
ACF Nationals 2015,13,20151301,Kenyon,UG,Ottawa,L,80,170,5,2,5,40,8,Penn A
ACF Nationals 2015,13,20151301,Ottawa,NA,Kenyon,W,170,80,8,0,8,90,11.25,Penn A
ACF Nationals 2015,13,20151302,Notre Dame B,D2,Penn C,L,60,95,4,2,4,30,7.5,Penn A
ACF Nationals 2015,13,20151302,Penn C,D2,Notre Dame B,W,95,60,5,1,5,50,10,Penn A
ACF Nationals 2015,13,20151303,Michigan B,UG,UCSD B,W,120,35,7,0,7,50,7.14,Penn A
ACF Nationals 2015,13,20151303,UCSD B,UG,Michigan B,L,35,120,2,1,2,20,10,Penn A
ACF Nationals 2015,13,20151304,Alberta,NA,Minnesota A,L,145,370,6,1,6,90,15,Penn A
ACF Nationals 2015,13,20151304,Minnesota A,NA,Alberta,W,370,145,13,2,13,250,19.23,Penn A
ACF Nationals 2015,13,20151305,Oxford A,UG,Yale A,L,55,85,3,3,3,40,13.33,Penn A
ACF Nationals 2015,13,20151305,Yale A,UG,Oxford A,W,85,55,4,3,4,60,15,Penn A
ACF Nationals 2015,13,20151306,Oxford A,UG,William and Mary,L,115,120,4,1,4,80,20,Penn A
ACF Nationals 2015,13,20151306,William and Mary,NA,Oxford A,W,120,115,4,0,4,80,20,Penn A
ACF Nationals 2015,13,20151307,McMaster,NA,Notre Dame A,W,90,40,4,0,4,50,12.5,Penn A
ACF Nationals 2015,13,20151307,Notre Dame A,UG,McMaster,L,40,90,3,2,3,20,6.67,Penn A
ACF Nationals 2015,13,20151308,McMaster,NA,Rutgers,L,40,115,2,0,2,20,10,Penn A
ACF Nationals 2015,13,20151308,Rutgers,NA,McMaster,W,115,40,5,1,5,70,14,Penn A
ACF Nationals 2015,13,20151309,Liberty,UG,Ohio State,W,150,65,6,0,6,90,15,Penn A
ACF Nationals 2015,13,20151309,Ohio State,D2,Liberty,L,65,150,4,1,4,30,7.5,Penn A
ACF Nationals 2015,13,20151310,Columbia A,NA,Harvard A,W,140,120,5,0,5,90,18,Penn A
ACF Nationals 2015,13,20151310,Harvard A,UG,Columbia A,L,120,140,5,0,5,70,14,Penn A
ACF Nationals 2015,13,20151311,Berkeley A,UG,Harvard A,L,65,140,3,3,3,50,16.67,Penn A
ACF Nationals 2015,13,20151311,Harvard A,UG,Berkeley A,W,140,65,6,0,6,80,13.33,Penn A
ACF Nationals 2015,14,20151401,Kenyon,UG,Michigan B,W,135,65,8,1,8,60,7.5,Editors 1
ACF Nationals 2015,14,20151401,Michigan B,UG,Kenyon,L,65,135,4,1,4,30,7.5,Editors 1
ACF Nationals 2015,14,20151402,Central Florida,UG,Ottawa,W,110,100,6,4,6,70,11.67,Editors 1
ACF Nationals 2015,14,20151402,Ottawa,NA,Central Florida,L,100,110,6,0,6,40,6.67,Editors 1
ACF Nationals 2015,14,20151403,McMaster,NA,South Carolina,W,110,70,6,2,6,60,10,Editors 1
ACF Nationals 2015,14,20151403,South Carolina,UG,McMaster,L,70,110,4,0,4,30,7.5,Editors 1
ACF Nationals 2015,14,20151404,Notre Dame A,UG,UCLA,W,140,125,7,2,7,80,11.43,Editors 1
ACF Nationals 2015,14,20151404,UCLA,UG,Notre Dame A,L,125,140,6,1,6,70,11.67,Editors 1
ACF Nationals 2015,14,20151405,Penn B,UG,Waterloo A,L,130,140,8,2,8,60,7.5,Editors 1
ACF Nationals 2015,14,20151405,Waterloo A,UG,Penn B,W,140,130,7,0,7,70,10,Editors 1
ACF Nationals 2015,14,20151406,Michigan A,NA,Stanford A,L,190,285,8,2,8,120,15,Editors 1
ACF Nationals 2015,14,20151406,Stanford A,NA,Michigan A,W,285,190,11,1,11,180,16.36,Editors 1
ACF Nationals 2015,14,20151407,Minnesota A,NA,Penn A,L,90,460,4,2,4,60,15,Editors 1
ACF Nationals 2015,14,20151407,Penn A,NA,Minnesota A,W,460,90,16,0,16,300,18.75,Editors 1
ACF Nationals 2015,14,20151408,Illinois A,UG,Maryland A,L,45,415,2,1,2,30,15,Editors 1
ACF Nationals 2015,14,20151408,Maryland A,NA,Illinois A,W,415,45,17,1,17,250,14.71,Editors 1
ACF Nationals 2015,14,20151409,Alberta,NA,William and Mary,W,285,105,12,1,12,170,14.17,Editors 1
ACF Nationals 2015,14,20151409,William and Mary,NA,Alberta,L,105,285,6,1,6,50,8.33,Editors 1
ACF Nationals 2015,14,20151410,MIT A,NA,UCSD A,W,260,250,9,0,9,170,18.89,Editors 1
ACF Nationals 2015,14,20151410,UCSD A,NA,MIT A,L,250,260,11,4,11,160,14.55,Editors 1
ACF Nationals 2015,14,20151411,Berkeley B,NA,Harvard A,L,105,265,6,1,6,50,8.33,Editors 1
ACF Nationals 2015,14,20151411,Harvard A,UG,Berkeley B,W,265,105,11,1,11,160,14.55,Editors 1
ACF Nationals 2015,14,20151412,MIT B,D2,Washington,W,180,95,10,2,10,90,9,Editors 1
ACF Nationals 2015,14,20151412,Washington,NA,MIT B,L,95,180,6,3,6,50,8.33,Editors 1
ACF Nationals 2015,14,20151413,Chicago B,UG,NYU,W,185,150,8,1,8,110,13.75,Editors 1
ACF Nationals 2015,14,20151413,NYU,NA,Chicago B,L,150,185,8,4,8,90,11.25,Editors 1
ACF Nationals 2015,14,20151414,Chicago A,NA,Stanford B,W,270,135,12,4,12,170,14.17,Editors 1
ACF Nationals 2015,14,20151414,Stanford B,UG,Chicago A,L,135,270,6,1,6,80,13.33,Editors 1
ACF Nationals 2015,14,20151415,Berkeley A,UG,WUSTL,L,175,215,8,1,8,100,12.5,Editors 1
ACF Nationals 2015,14,20151415,WUSTL,NA,Berkeley A,W,215,175,10,1,10,120,12,Editors 1
ACF Nationals 2015,14,20151416,Oxford A,UG,Rutgers,L,130,190,6,2,6,80,13.33,Editors 1
ACF Nationals 2015,14,20151416,Rutgers,NA,Oxford A,W,190,130,9,2,9,110,12.22,Editors 1
ACF Nationals 2015,14,20151417,Detroit Catholic Central,UG,McGill,W,175,60,9,1,9,90,10,Editors 1
ACF Nationals 2015,14,20151417,McGill,NA,Detroit Catholic Central,L,60,175,3,0,3,30,10,Editors 1
ACF Nationals 2015,14,20151418,Columbia A,NA,Virginia A,L,150,350,7,4,7,100,14.29,Editors 1
ACF Nationals 2015,14,20151418,Virginia A,NA,Columbia A,W,350,150,13,2,13,230,17.69,Editors 1
ACF Nationals 2015,14,20151419,Northwestern,D2,Yale A,W,160,155,8,2,8,90,11.25,Editors 1
ACF Nationals 2015,14,20151419,Yale A,UG,Northwestern,L,155,160,7,3,7,100,14.29,Editors 1
ACF Nationals 2015,14,20151420,Notre Dame B,D2,RIT,L,5,35,1,1,1,0,0,Editors 1
ACF Nationals 2015,14,20151420,RIT,UG,Notre Dame B,W,35,5,3,1,3,10,3.33,Editors 1
ACF Nationals 2015,14,20151421,Carleton U,UG,UCSD B,L,0,70,0,0,0,0,NaN,Editors 1
ACF Nationals 2015,14,20151421,UCSD B,UG,Carleton U,W,70,0,4,0,4,30,7.5,Editors 1
ACF Nationals 2015,14,20151422,Penn C,D2,Rice,L,70,95,4,2,4,40,10,Editors 1
ACF Nationals 2015,14,20151422,Rice,UG,Penn C,W,95,70,6,1,6,40,6.67,Editors 1
ACF Nationals 2015,14,20151423,Liberty,UG,VCU A,L,25,100,2,3,2,20,10,Editors 1
ACF Nationals 2015,14,20151423,VCU A,UG,Liberty,W,100,25,6,2,6,50,8.33,Editors 1
ACF Nationals 2015,14,20151424,Chicago C,D2,Ohio State,L,75,85,4,1,4,40,10,Editors 1
ACF Nationals 2015,14,20151424,Ohio State,D2,Chicago C,W,85,75,5,1,5,40,8,Editors 1
ACF Nationals 2015,15,20151501,Stanford B,UG,Virginia A,L,75,435,4,3,4,50,12.5,Editors 2
ACF Nationals 2015,15,20151501,Virginia A,NA,Stanford B,W,435,75,16,1,16,280,17.5,Editors 2
ACF Nationals 2015,15,20151502,Chicago B,UG,Oxford A,L,165,195,8,1,8,90,11.25,Editors 2
ACF Nationals 2015,15,20151502,Oxford A,UG,Chicago B,W,195,165,8,3,8,130,16.25,Editors 2
ACF Nationals 2015,15,20151503,McMaster,NA,Ottawa,L,35,185,3,3,3,20,6.67,Editors 2
ACF Nationals 2015,15,20151503,Ottawa,NA,McMaster,W,185,35,10,1,10,90,9,Editors 2
ACF Nationals 2015,15,20151504,Carleton U,UG,RIT,L,30,85,2,0,2,10,5,Editors 2
ACF Nationals 2015,15,20151504,RIT,UG,Carleton U,W,85,30,6,1,6,30,5,Editors 2
ACF Nationals 2015,15,20151505,Notre Dame B,D2,UCSD B,L,45,70,3,1,3,20,6.67,Editors 2
ACF Nationals 2015,15,20151505,UCSD B,UG,Notre Dame B,W,70,45,5,0,5,20,4,Editors 2
ACF Nationals 2015,15,20151506,Ohio State,D2,Penn C,W,115,55,7,3,7,60,8.57,Editors 2
ACF Nationals 2015,15,20151506,Penn C,D2,Ohio State,L,55,115,4,3,4,30,7.5,Editors 2
ACF Nationals 2015,15,20151507,Maryland A,NA,Minnesota A,W,330,220,11,0,11,220,20,Editors 2
ACF Nationals 2015,15,20151507,Minnesota A,NA,Maryland A,L,220,330,9,0,9,130,14.44,Editors 2
ACF Nationals 2015,15,20151508,Central Florida,UG,South Carolina,W,195,30,11,1,11,90,8.18,Editors 2
ACF Nationals 2015,15,20151508,South Carolina,UG,Central Florida,L,30,195,2,0,2,10,5,Editors 2
ACF Nationals 2015,15,20151509,Kenyon,UG,Penn B,W,205,110,11,1,11,100,9.09,Editors 2
ACF Nationals 2015,15,20151509,Penn B,UG,Kenyon,L,110,205,6,4,6,70,11.67,Editors 2
ACF Nationals 2015,15,20151510,Liberty,UG,UCLA,L,40,235,2,0,2,20,10,Editors 2
ACF Nationals 2015,15,20151510,UCLA,UG,Liberty,W,235,40,12,1,12,120,10,Editors 2
ACF Nationals 2015,15,20151511,Chicago C,D2,Rice,W,120,115,7,0,7,50,7.14,Editors 2
ACF Nationals 2015,15,20151511,Rice,UG,Chicago C,L,115,120,6,1,6,60,10,Editors 2
ACF Nationals 2015,15,20151512,Michigan B,UG,Waterloo A,L,110,120,7,0,7,40,5.71,Editors 2
ACF Nationals 2015,15,20151512,Waterloo A,UG,Michigan B,W,120,110,7,2,7,60,8.57,Editors 2
ACF Nationals 2015,15,20151513,Detroit Catholic Central,UG,MIT B,L,175,180,9,3,9,100,11.11,Editors 2
ACF Nationals 2015,15,20151513,MIT B,D2,Detroit Catholic Central,W,180,175,8,2,8,110,13.75,Editors 2
ACF Nationals 2015,15,20151514,Alberta,NA,Berkeley B,W,270,65,12,4,12,170,14.17,Editors 2
ACF Nationals 2015,15,20151514,Berkeley B,NA,Alberta,L,65,270,4,1,4,30,7.5,Editors 2
ACF Nationals 2015,15,20151515,NYU,NA,Rutgers,W,280,120,11,2,11,180,16.36,Editors 2
ACF Nationals 2015,15,20151515,Rutgers,NA,NYU,L,120,280,6,2,6,70,11.67,Editors 2
ACF Nationals 2015,15,20151516,Chicago A,NA,Illinois A,W,340,170,12,4,12,240,20,Editors 2
ACF Nationals 2015,15,20151516,Illinois A,UG,Chicago A,L,170,340,7,2,7,110,15.71,Editors 2
ACF Nationals 2015,15,20151517,Harvard A,UG,William and Mary,W,260,50,11,2,11,160,14.55,Editors 2
ACF Nationals 2015,15,20151517,William and Mary,NA,Harvard A,L,50,260,4,2,4,20,5,Editors 2
ACF Nationals 2015,15,20151518,Michigan A,NA,MIT A,L,265,325,9,1,9,180,20,Editors 2
ACF Nationals 2015,15,20151518,MIT A,NA,Michigan A,W,325,265,11,1,11,220,20,Editors 2
ACF Nationals 2015,15,20151519,Notre Dame A,UG,VCU A,L,125,145,7,3,7,70,10,Editors 2
ACF Nationals 2015,15,20151519,VCU A,UG,Notre Dame A,W,145,125,8,3,8,80,10,Editors 2
ACF Nationals 2015,15,20151520,Berkeley A,UG,Yale A,L,170,305,8,2,8,100,12.5,Editors 2
ACF Nationals 2015,15,20151520,Yale A,UG,Berkeley A,W,305,170,12,1,12,190,15.83,Editors 2
ACF Nationals 2015,15,20151521,Columbia A,NA,Penn A,L,160,370,7,0,7,90,12.86,Editors 2
ACF Nationals 2015,15,20151521,Penn A,NA,Columbia A,W,370,160,13,2,13,250,19.23,Editors 2
ACF Nationals 2015,15,20151522,Northwestern,D2,WUSTL,L,100,300,5,4,5,70,14,Editors 2
ACF Nationals 2015,15,20151522,WUSTL,NA,Northwestern,W,300,100,14,2,14,170,12.14,Editors 2
ACF Nationals 2015,15,20151523,McGill,NA,Washington,L,170,190,8,0,8,90,11.25,Editors 2
ACF Nationals 2015,15,20151523,Washington,NA,McGill,W,190,170,9,2,9,110,12.22,Editors 2
ACF Nationals 2015,15,20151524,Stanford A,NA,UCSD A,L,190,245,8,2,8,120,15,Editors 2
ACF Nationals 2015,15,20151524,UCSD A,NA,Stanford A,W,245,190,11,3,11,150,13.64,Editors 2
ACF Nationals 2015,16,20151601,Michigan A,NA,UCSD A,W,310,195,12,0,12,190,15.83,Editors 3
ACF Nationals 2015,16,20151601,UCSD A,NA,Michigan A,L,195,310,8,1,8,120,15,Editors 3
ACF Nationals 2015,16,20151602,Chicago A,NA,Columbia A,W,375,100,12,3,12,270,22.5,Editors 3
ACF Nationals 2015,16,20151602,Columbia A,NA,Chicago A,L,100,375,5,0,5,50,10,Editors 3
ACF Nationals 2015,16,20151603,McGill,NA,Rutgers,W,110,65,8,0,8,30,3.75,Editors 3
ACF Nationals 2015,16,20151603,Rutgers,NA,McGill,L,65,110,5,3,5,30,6,Editors 3
ACF Nationals 2015,16,20151604,RIT,UG,UCSD B,L,15,40,2,1,2,0,0,Editors 3
ACF Nationals 2015,16,20151604,UCSD B,UG,RIT,W,40,15,3,0,3,10,3.33,Editors 3
ACF Nationals 2015,16,20151605,NYU,NA,Washington,W,225,20,11,3,11,130,11.82,Editors 3
ACF Nationals 2015,16,20151605,Washington,NA,NYU,L,20,225,3,6,3,20,6.67,Editors 3
ACF Nationals 2015,16,20151606,Minnesota A,NA,Virginia A,L,65,520,3,3,3,50,16.67,Editors 3
ACF Nationals 2015,16,20151606,Virginia A,NA,Minnesota A,W,520,65,17,0,17,350,20.59,Editors 3
ACF Nationals 2015,16,20151607,Detroit Catholic Central,UG,Oxford A,W,180,125,9,0,9,90,10,Editors 3
ACF Nationals 2015,16,20151607,Oxford A,UG,Detroit Catholic Central,L,125,180,7,3,7,70,10,Editors 3
ACF Nationals 2015,16,20151608,Chicago B,UG,MIT B,L,100,140,5,2,5,60,12,Editors 3
ACF Nationals 2015,16,20151608,MIT B,D2,Chicago B,W,140,100,9,0,9,50,5.56,Editors 3
ACF Nationals 2015,16,20151609,Harvard A,UG,Northwestern,W,275,100,11,1,11,170,15.45,Editors 3
ACF Nationals 2015,16,20151609,Northwestern,D2,Harvard A,L,100,275,5,4,5,70,14,Editors 3
ACF Nationals 2015,16,20151610,Chicago C,D2,Waterloo A,L,40,75,4,2,4,10,2.5,Editors 3
ACF Nationals 2015,16,20151610,Waterloo A,UG,Chicago C,W,75,40,5,3,5,40,8,Editors 3
ACF Nationals 2015,16,20151611,Ohio State,D2,Penn B,L,0,180,1,2,1,0,0,Editors 3
ACF Nationals 2015,16,20151611,Penn B,UG,Ohio State,W,180,0,10,0,10,80,8,Editors 3
ACF Nationals 2015,16,20151612,Michigan B,UG,Rice,L,45,85,3,1,3,20,6.67,Editors 3
ACF Nationals 2015,16,20151612,Rice,UG,Michigan B,W,85,45,5,1,5,40,8,Editors 3
ACF Nationals 2015,16,20151613,Berkeley B,NA,Yale A,L,105,130,8,1,8,30,3.75,Editors 3
ACF Nationals 2015,16,20151613,Yale A,UG,Berkeley B,W,130,105,4,2,4,100,25,Editors 3
ACF Nationals 2015,16,20151614,Kenyon,UG,Penn C,W,120,5,7,0,7,50,7.14,Editors 3
ACF Nationals 2015,16,20151614,Penn C,D2,Kenyon,L,5,120,1,1,1,0,0,Editors 3
ACF Nationals 2015,16,20151615,William and Mary,NA,WUSTL,L,165,175,8,1,8,90,11.25,Editors 3
ACF Nationals 2015,16,20151615,WUSTL,NA,William and Mary,W,175,165,9,1,9,90,10,Editors 3
ACF Nationals 2015,16,20151616,MIT A,NA,Stanford A,L,125,360,6,3,6,80,13.33,Editors 3
ACF Nationals 2015,16,20151616,Stanford A,NA,MIT A,W,360,125,13,2,13,240,18.46,Editors 3
ACF Nationals 2015,16,20151617,Alberta,NA,Berkeley A,W,190,120,9,2,9,110,12.22,Editors 3
ACF Nationals 2015,16,20151617,Berkeley A,UG,Alberta,L,120,190,7,4,7,70,10,Editors 3
ACF Nationals 2015,16,20151618,Liberty,UG,McMaster,L,30,95,2,0,2,10,5,Editors 3
ACF Nationals 2015,16,20151618,McMaster,NA,Liberty,W,95,30,7,1,7,30,4.29,Editors 3
ACF Nationals 2015,16,20151619,Ottawa,NA,UCLA,W,140,55,7,0,7,70,10,Editors 3
ACF Nationals 2015,16,20151619,UCLA,UG,Ottawa,L,55,140,6,1,6,0,0,Editors 3
ACF Nationals 2015,16,20151620,South Carolina,UG,VCU A,L,50,95,3,0,3,20,6.67,Editors 3
ACF Nationals 2015,16,20151620,VCU A,UG,South Carolina,W,95,50,6,1,6,40,6.67,Editors 3
ACF Nationals 2015,16,20151621,Central Florida,UG,Notre Dame A,L,75,120,4,1,4,40,10,Editors 3
ACF Nationals 2015,16,20151621,Notre Dame A,UG,Central Florida,W,120,75,6,2,6,70,11.67,Editors 3
ACF Nationals 2015,16,20151622,Carleton U,UG,Notre Dame B,L,20,60,2,0,2,0,0,Editors 3
ACF Nationals 2015,16,20151622,Notre Dame B,D2,Carleton U,W,60,20,4,0,4,20,5,Editors 3
ACF Nationals 2015,16,20151623,Illinois A,UG,Penn A,L,150,330,7,0,7,80,11.43,Editors 3
ACF Nationals 2015,16,20151623,Penn A,NA,Illinois A,W,330,150,11,4,11,240,21.82,Editors 3
ACF Nationals 2015,16,20151624,Maryland A,NA,Stanford B,W,425,60,14,1,14,290,20.71,Editors 3
ACF Nationals 2015,16,20151624,Stanford B,UG,Maryland A,L,60,425,4,4,4,40,10,Editors 3
ACF Nationals 2015,17,20151701,Liberty,UG,South Carolina,W,125,90,8,1,8,50,6.25,Dartmouth
ACF Nationals 2015,17,20151701,South Carolina,UG,Liberty,L,90,125,5,0,5,40,8,Dartmouth
ACF Nationals 2015,17,20151702,Central Florida,UG,UCLA,W,210,0,11,0,11,100,9.09,Dartmouth
ACF Nationals 2015,17,20151703,Chicago C,D2,Penn B,L,60,210,4,2,4,30,7.5,Dartmouth
ACF Nationals 2015,17,20151703,Penn B,UG,Chicago C,W,210,60,10,0,10,110,11,Dartmouth
ACF Nationals 2015,17,20151704,McMaster,NA,VCU A,W,220,65,10,0,10,120,12,Dartmouth
ACF Nationals 2015,17,20151704,VCU A,UG,McMaster,L,65,220,5,3,5,30,6,Dartmouth
ACF Nationals 2015,17,20151705,Notre Dame A,UG,Ottawa,L,150,160,7,2,7,90,12.86,Dartmouth
ACF Nationals 2015,17,20151705,Ottawa,NA,Notre Dame A,W,160,150,9,2,9,80,8.89,Dartmouth
ACF Nationals 2015,17,20151706,Chicago B,UG,Washington,W,205,195,7,3,7,150,21.43,Dartmouth
ACF Nationals 2015,17,20151706,Washington,NA,Chicago B,L,195,205,9,1,9,110,12.22,Dartmouth
ACF Nationals 2015,17,20151707,Illinois A,UG,Stanford B,L,100,275,5,4,5,70,14,Dartmouth
ACF Nationals 2015,17,20151707,Stanford B,UG,Illinois A,W,275,100,12,3,12,170,14.17,Dartmouth
ACF Nationals 2015,17,20151708,Berkeley B,NA,Northwestern,L,55,190,4,3,4,30,7.5,Dartmouth
ACF Nationals 2015,17,20151708,Northwestern,D2,Berkeley B,W,190,55,10,2,10,100,10,Dartmouth
ACF Nationals 2015,17,20151709,UCSD A,NA,Virginia A,L,180,385,6,2,6,130,21.67,Dartmouth
ACF Nationals 2015,17,20151709,Virginia A,NA,UCSD A,W,385,180,14,3,14,260,18.57,Dartmouth
ACF Nationals 2015,17,20151710,Alberta,NA,WUSTL,L,190,280,8,4,8,130,16.25,Dartmouth
ACF Nationals 2015,17,20151710,WUSTL,NA,Alberta,W,280,190,11,0,11,170,15.45,Dartmouth
ACF Nationals 2015,17,20151711,Berkeley A,UG,William and Mary,W,220,115,10,2,10,130,13,Dartmouth
ACF Nationals 2015,17,20151711,William and Mary,NA,Berkeley A,L,115,220,6,1,6,60,10,Dartmouth
ACF Nationals 2015,17,20151712,Columbia A,NA,Minnesota A,L,140,200,7,4,7,90,12.86,Dartmouth
ACF Nationals 2015,17,20151712,Minnesota A,NA,Columbia A,W,200,140,9,2,9,120,13.33,Dartmouth
ACF Nationals 2015,17,20151713,McGill,NA,Oxford A,L,135,145,7,1,7,70,10,Dartmouth
ACF Nationals 2015,17,20151713,Oxford A,UG,McGill,W,145,135,9,3,9,70,7.78,Dartmouth
ACF Nationals 2015,17,20151714,Maryland A,NA,Michigan A,W,320,225,11,2,11,220,20,Dartmouth
ACF Nationals 2015,17,20151714,Michigan A,NA,Maryland A,L,225,320,9,1,9,140,15.56,Dartmouth
ACF Nationals 2015,17,20151715,MIT B,D2,NYU,W,240,155,11,2,11,140,12.73,Dartmouth
ACF Nationals 2015,17,20151715,NYU,NA,MIT B,L,155,240,7,3,7,100,14.29,Dartmouth
ACF Nationals 2015,17,20151716,Harvard A,UG,Yale A,L,165,235,7,3,7,110,15.71,Dartmouth
ACF Nationals 2015,17,20151716,Yale A,UG,Harvard A,W,235,165,11,3,11,140,12.73,Dartmouth
ACF Nationals 2015,17,20151717,MIT A,NA,Penn A,L,165,405,7,1,7,100,14.29,Dartmouth
ACF Nationals 2015,17,20151717,Penn A,NA,MIT A,W,405,165,13,1,13,280,21.54,Dartmouth
ACF Nationals 2015,17,20151718,Detroit Catholic Central,UG,Rutgers,W,220,125,9,0,9,130,14.44,Dartmouth
ACF Nationals 2015,17,20151718,Rutgers,NA,Detroit Catholic Central,L,125,220,8,3,8,60,7.5,Dartmouth
ACF Nationals 2015,17,20151719,Michigan B,UG,Penn C,W,130,60,7,0,7,60,8.57,Dartmouth
ACF Nationals 2015,17,20151719,Penn C,D2,Michigan B,L,60,130,5,2,5,20,4,Dartmouth
